,ISBN,Favourite-Generation,Book-Rating
5313,0061057649,millenial,9.0
5319,0061057797,millenial,8.0
5323,0061057894,youth,8.0
5329,0061057908,youth,8.0
5338,0061057940,genx,9.0
5343,0061059013,millenial,7.666666666666667
5349,006105903X,millenial,7.4
5356,0061059056,genx,9.0
5359,0061059064,youth,10.0
5364,0061059072,teenager,9.0
5372,0061059323,genz,8.0
5378,0061059897,genz,9.0
5385,0061059900,millenial,6.666666666666667
5390,0061060992,genz,7.0
5397,0061061433,millenial,8.0
5400,0061065730,teenager,5.0
5409,0061067121,millenial,8.0
5414,0061067199,genz,8.666666666666666
5421,0061073628,millenial,8.5
5426,0061074292,genz,10.0
5432,006107635X,genz,6.0
5439,006108171X,millenial,9.333333333333334
5445,006108185X,millenial,7.666666666666667
5452,006108199X,genx,8.5
5456,0061083259,genz,10.0
5463,0061084050,millenial,9.333333333333334
5471,0061084409,boomer+,9.0
5474,006108445X,genz,7.0
5482,0061087122,genx,9.0
5487,0061087130,millenial,9.5
5495,0061090530,boomer+,8.0
5500,0061090808,genx,8.5
5505,0061090891,millenial,8.333333333333334
5511,0061091227,millenial,7.4
5517,0061091316,millenial,9.166666666666666
5520,0061091464,teenager,9.0
5529,0061091502,millenial,9.0
5536,0061091561,genx,8.5
5541,006109157X,millenial,8.6
5546,0061091618,genz,7.0
5553,0061091669,millenial,10.0
5559,0061091707,millenial,5.0
5565,006109174X,millenial,8.5
5571,0061091790,millenial,7.5
5579,0061091944,boomer+,10.0
5584,0061091979,genx,10.0
5587,0061091995,youth,8.0
5595,0061092002,millenial,6.5
5601,0061092029,millenial,8.0
5609,0061092037,boomer+,8.0
5613,0061092045,millenial,7.333333333333333
5619,006109207X,millenial,7.0
5625,0061092088,millenial,7.0
5631,0061092096,millenial,10.0
5634,0061092177,teenager,10.0
5643,0061092193,millenial,9.333333333333334
5649,0061092355,millenial,6.0
5656,0061092533,genx,8.0
5663,0061092606,boomer+,9.333333333333334
5669,0061092614,boomer+,10.0
5675,0061092622,boomer+,9.0
5678,0061092738,genz,9.0
5685,0061092800,millenial,9.0
5690,0061092819,genz,10.0
5696,0061092827,genz,9.0
5703,006109286X,millenial,10.0
5709,0061092886,millenial,8.142857142857142
5714,0061093084,genz,9.0
5722,0061093092,genx,8.0
5728,0061093106,genx,8.0
5734,0061093327,genx,8.5
5738,0061093335,genz,10.0
5745,0061093343,millenial,8.666666666666666
5753,0061093491,boomer+,8.5
5757,0061093580,millenial,8.666666666666666
5765,0061093653,boomer+,10.0
5769,0061093890,millenial,7.0
5774,006109398X,genz,7.0
5781,0061093998,millenial,10.0
5787,0061094048,millenial,9.0
5794,0061094110,genx,6.833333333333333
5796,0061094129,teenager,8.0
5805,0061094145,millenial,8.333333333333334
5811,0061094226,millenial,10.0
5818,0061094234,genx,9.333333333333334
5824,0061094404,genx,8.0
5830,0061094595,genx,9.5
5835,0061094609,millenial,8.5
5840,0061094757,genz,9.0
5847,0061095052,millenial,10.0
5853,0061095508,millenial,8.333333333333334
5860,0061095540,genx,7.333333333333333
5865,0061095869,millenial,8.0
5871,006109594X,millenial,7.4
5877,0061096083,millenial,8.166666666666666
5884,0061096105,genx,8.666666666666666
5888,0061096113,genz,8.0
5895,0061096164,millenial,10.0
5902,0061096253,genx,6.0
5906,0061096857,genz,9.0
5914,0061096962,genx,9.0
5920,0061097101,genx,8.333333333333334
5925,0061097152,millenial,8.666666666666666
5932,0061097241,genx,8.333333333333334
5935,0061097306,youth,10.0
5941,0061097314,youth,8.5
5950,0061097349,genx,8.0
5955,0061097357,millenial,10.0
5962,0061097489,genx,10.0
5967,0061097500,millenial,7.0
5974,0061097632,genx,9.5
5980,0061097640,genx,9.0
5984,0061097659,genz,8.666666666666666
5990,0061097667,genz,8.5
5999,0061097845,boomer+,8.0
6005,0061097853,boomer+,9.0
6010,0061097861,genx,8.666666666666666
6016,0061097934,genx,8.0
6020,0061098019,genz,9.0
6027,0061098027,millenial,8.0
6034,0061098035,genx,8.333333333333334
6039,0061098256,millenial,8.0
6044,0061098361,genz,7.0
6051,006109868X,millenial,8.625
6057,0061098698,millenial,7.0
6063,0061098736,millenial,9.0
6069,0061098752,millenial,8.0
6076,0061098760,genx,6.0
6083,0061098795,boomer+,8.5
6086,0061099015,genz,9.2
6092,0061099058,genz,10.0
6101,0061099155,boomer+,10.0
6107,006109918X,boomer+,10.0
6110,006109921X,genz,8.5
6117,0061099252,millenial,7.0
6124,0061099279,genx,9.0
6130,0061099325,genx,7.888888888888889
6135,0061099341,millenial,8.666666666666666
6141,0061099368,millenial,8.0
6149,0061099481,boomer+,8.0
6154,0061099570,genx,8.0
6158,0061099643,genz,9.5
6165,0061099686,millenial,6.0
6172,0061099694,genx,8.5
6177,0061099708,millenial,9.0
6182,0061099732,genz,8.5
6189,0061099805,millenial,8.0
6196,0061099813,genx,7.666666666666667
6202,0062500260,genx,7.0
6207,0062500872,millenial,6.666666666666667
6214,0062501860,genx,8.666666666666666
6218,0062502174,genz,9.666666666666666
6222,0062502182,teenager,10.0
6232,0062502239,genx,10.0
6238,0062502727,genx,5.5
6243,0062502891,millenial,9.0
6249,0062505017,millenial,10.0
6255,0062505319,millenial,8.6
6262,0062505963,genx,9.666666666666666
6266,0062506838,genz,9.0
6274,0062507249,genx,9.333333333333334
6279,006250746X,millenial,9.0
6285,0062507567,millenial,8.0
6292,0062508113,genx,9.0
6297,0062508342,millenial,10.0
6302,006250925X,genz,10.0
6309,0062509594,millenial,9.75
6315,0062511866,millenial,8.0
6320,0062512021,genz,8.0
6327,0062512234,millenial,7.666666666666667
6334,0062512668,genx,10.0
6339,006251279X,millenial,9.333333333333334
6345,0062513346,millenial,10.0
6352,0062513591,genx,9.0
6358,0062514628,genx,9.0
6363,0062515675,millenial,7.5
6368,0062515845,genz,10.0
6375,0062515888,millenial,8.0
6381,0062516329,millenial,9.5
6388,0062516507,genx,8.666666666666666
6392,0062516582,genz,9.5
6398,0062516590,genz,9.333333333333334
6405,0062517317,millenial,10.0
6411,0062517856,millenial,7.5
6416,0062517864,genz,10.0
6424,0062545035,genx,9.666666666666666
6429,006254862X,millenial,5.0
6437,0062548662,boomer+,8.5
6441,0062553895,millenial,8.5
6448,0062554468,genx,8.5
6453,006273024X,millenial,10.0
6459,0062734083,millenial,5.0
6464,0062735233,genz,9.0
6471,0064400018,millenial,9.375
6478,0064400026,genx,9.0
6484,0064400034,genx,8.5
6490,0064400042,genx,9.0
6493,0064400050,youth,8.5
6501,0064400069,millenial,9.0
6506,0064400077,genz,10.0
6512,0064400085,genz,9.5
6519,0064400204,millenial,10.0
6525,006440031X,millenial,7.4
6529,0064400409,youth,9.0
6536,0064400484,genz,10.0
6544,0064400557,genx,9.444444444444445
6546,0064400565,teenager,9.5
6555,0064400581,millenial,8.25
6561,0064400808,millenial,7.333333333333333
6568,0064400859,genx,10.0
6573,0064400964,millenial,9.75
6579,0064400972,millenial,9.666666666666666
6585,0064400980,millenial,9.5
6591,0064400999,millenial,9.666666666666666
6597,0064401103,millenial,9.75
6603,0064401111,millenial,10.0
6606,0064401324,teenager,10.0
6614,0064401480,genz,10.0
6620,0064401510,genz,9.0
6626,0064401707,genz,9.0
6635,006440174X,boomer+,10.0
6639,0064401774,millenial,10.0
6646,0064401847,genx,9.0
6652,0064401871,genx,10.0
6657,006440188X,millenial,9.125
6663,0064401987,millenial,10.0
6669,0064402010,millenial,9.0
6675,0064402053,millenial,10.0
6682,0064402754,genx,10.0
6687,0064402967,millenial,9.0
6693,0064403149,millenial,7.333333333333333
6699,0064403319,millenial,9.0
6704,0064403688,genz,9.0
6710,0064404188,genz,9.0
6715,0064404242,youth,10.0
6720,0064404773,teenager,10.0
6729,0064404781,millenial,7.5
6733,0064404994,youth,10.0
6739,0064405001,youth,10.0
6745,006440501X,youth,10.0
6751,0064405028,youth,10.0
6757,0064405036,youth,10.0
6763,0064405044,youth,10.0
6769,0064405052,youth,10.0
6777,0064405079,millenial,8.5
6781,0064405109,youth,9.0
6790,0064405176,genx,9.0
6794,0064405451,genz,8.0
6801,006440546X,millenial,10.0
6807,0064405737,millenial,10.0
6810,0064405788,teenager,10.0
6819,0064405842,millenial,8.571428571428571
6825,0064406105,millenial,8.5
6829,0064406148,youth,7.0
6834,006440630X,teenager,8.0
6840,0064406601,teenager,7.0
6846,0064406962,teenager,10.0
6852,0064406970,teenager,10.0
6859,0064407055,youth,9.333333333333334
6867,0064407314,millenial,9.0
6870,0064407446,teenager,10.0
6879,0064407454,millenial,10.0
6883,0064407667,youth,10.0
6889,0064407675,youth,10.0
6894,0064407683,teenager,10.0
6900,0064407691,teenager,9.0
6909,0064407721,millenial,7.0
6912,0064408183,teenager,10.0
6918,006440823X,teenager,9.0
6926,0064408337,genz,8.0
6933,0064408582,millenial,9.5
6937,0064408620,youth,9.0
6942,0064408639,teenager,10.0
6948,0064408647,teenager,9.333333333333334
6956,0064408655,genz,9.333333333333334
6962,0064408663,genz,9.6
6970,0064409422,genx,10.0
6977,0064409430,boomer+,10.0
6980,0064409597,genz,10.0
6987,0064409945,millenial,10.0
6991,0064410129,youth,10.0
6997,0064410137,youth,10.0
7006,0064410226,genx,10.0
7008,006441034X,teenager,9.0
7018,0064410382,genx,8.5
7022,0064430170,genz,10.0
7029,0064430189,millenial,8.666666666666666
7035,0064430227,millenial,9.75
7040,0064431789,genz,10.0
7047,0064440028,millenial,7.5
7054,0064440044,genx,10.0
7058,0064440214,genz,9.5
7066,0064440230,genx,10.0
7072,0064440419,genx,8.0
7076,0064440508,genz,10.0
7083,0064440516,millenial,9.5
7089,0064460932,millenial,10.0
7092,0064461629,teenager,10.0
7099,0064462080,youth,10.0
7106,0064470059,genz,8.0
7114,0064470288,genx,8.5
7118,0064470687,genz,9.0
7123,0064471047,youth,9.0
7132,0064471055,genx,8.666666666666666
7139,0064471063,boomer+,10.0
7144,0064471071,genx,9.0
7151,006447108X,boomer+,10.0
7157,0064471098,boomer+,10.0
7158,0064471101,teenager,9.333333333333334
7165,0064471195,youth,10.0
7172,0064471764,genz,7.5
7179,0064471837,millenial,9.0
7186,0064471861,genx,6.5
7190,006447187X,genz,9.333333333333334
7198,0064471969,genx,10.0
7202,0064472051,genz,10.0
7208,0064472264,genz,10.0
7212,0064472272,teenager,8.75
7218,0064472531,teenager,9.0
7227,006447268X,millenial,10.0
7231,0064472698,youth,7.0
7238,0064472779,genz,9.0
7245,0064472795,millenial,9.0
7250,0064472809,genz,9.0
7256,0064472876,genz,8.0
7262,0064473023,genz,8.5
7269,006447335X,millenial,8.0
7272,0064473368,teenager,9.0
7278,0064473457,teenager,7.0
7288,006447352X,genx,8.333333333333334
7292,0064473554,genz,7.0
7298,0064473562,genz,8.0
7305,0064473619,millenial,7.0
7312,0066209463,genx,10.0
7317,0066209773,millenial,9.0
7322,0066210151,genz,7.0
7328,006621016X,genz,7.0
7335,0066210232,millenial,8.666666666666666
7342,0066210852,genx,7.0
7348,0066211220,genx,10.0
7353,0066211247,millenial,8.666666666666666
7360,0066211611,genx,8.5
7365,0066211662,millenial,7.333333333333333
7372,0066212545,genx,9.0
7377,0066212855,millenial,8.333333333333334
7383,006621288X,millenial,9.5
7388,006621341X,genz,8.0
7395,0066213703,millenial,9.0
7399,0066214122,youth,10.0
7408,0066214440,genx,7.666666666666667
7414,0066214750,genx,7.0
7419,0066214769,millenial,10.0
7423,0066238501,youth,10.0
7430,0066620724,genz,9.5
7435,0066620732,youth,10.0
7444,0066620996,genx,9.666666666666666
7449,0066621054,millenial,8.5
7456,0070064547,genx,10.0
7462,0070064601,genx,8.2
7467,0070212570,millenial,8.838709677419354
7473,0071379444,millenial,7.0
7479,0071381392,millenial,7.75
7485,0071383832,millenial,10.0
7490,0091831032,genz,8.5
7496,0091833396,genz,8.0
7502,0091867908,genz,10.0
7509,0091882087,millenial,7.0
7514,0091882109,genz,8.0
7521,0091891965,millenial,9.0
7525,0099143712,youth,9.0
7533,0099163926,millenial,6.0
7537,0099244926,youth,9.0
7547,0099245027,boomer+,9.0
7551,0099269325,millenial,8.0
7557,0099282194,millenial,8.5
7563,0099427869,millenial,10.0
7569,0099429284,millenial,10.0
7574,0099740516,genz,8.0
7580,0099743914,genz,8.5
7587,0134243676,millenial,10.0
7593,0140001409,millenial,10.0
7598,0140003185,genz,9.0
7604,0140006680,genz,10.0
7612,0140008535,genx,9.0
7617,0140010211,millenial,8.5
7623,0140011749,millenial,10.0
7628,0140012133,genz,9.0
7632,0140013997,teenager,9.0
7641,0140014845,millenial,7.2
7647,0140014853,millenial,7.0
7653,014001599X,millenial,8.0
7660,0140016481,genx,8.0
7664,0140016821,genz,9.0
7671,0140017917,millenial,8.0
7678,0140018328,genx,9.0
7682,0140018603,genz,10.0
7690,0140019421,genx,10.0
7697,0140022651,boomer+,10.0
7701,0140023747,millenial,10.0
7706,0140031499,genz,10.0
7714,0140032215,genx,6.0
7718,0140034919,genz,7.0
7724,0140035206,genz,10.0
7732,0140035664,genx,10.0
7738,0140039589,genx,9.5
7742,0140041079,genz,8.0
7748,0140041796,genz,9.333333333333334
7754,0140042210,genz,8.0
7759,0140042229,youth,9.0
7765,0140042393,youth,9.5
7775,0140042407,boomer+,10.0
7777,0140042520,youth,10.0
7786,0140042598,genx,9.666666666666666
7790,0140043128,genz,8.0
7796,0140043519,genz,9.0
7802,014004387X,genz,9.0
7809,0140044094,millenial,9.0
7814,0140045295,genz,10.0
7819,0140046569,youth,9.0
7825,0140046941,youth,9.0
7834,0140048898,genx,10.0
7840,014004891X,genx,9.0
7846,0140048979,genx,9.0
7852,0140049975,genx,9.0
7857,0140052801,millenial,7.0
7865,0140053204,boomer+,10.0
7869,0140055770,millenial,9.5
7875,0140057463,millenial,6.5
7882,0140058508,genx,9.0
7886,0140059024,genz,10.0
7893,0140059245,millenial,8.0
7898,0140060898,genz,9.0
7907,0140061401,boomer+,9.0
7911,0140062254,millenial,10.0
7918,0140062718,genx,10.0
7922,0140063064,genz,8.0
7930,0140063838,genx,8.0
7935,0140065059,millenial,10.0
7938,0140065172,teenager,10.0
7948,0140065504,genx,9.0
7951,0140065717,youth,7.0
7957,014006690X,youth,9.0
7967,0140067477,boomer+,10.0
7971,0140067485,millenial,8.0
7976,0140067647,genz,9.0
7982,0140067779,genz,8.0
7990,0140069453,genx,8.0
7996,0140070206,genx,9.0
8001,0140071075,millenial,9.0
8005,0140071083,youth,9.0
8014,0140071814,genx,8.5
8019,0140072659,millenial,10.0
8025,0140072691,millenial,7.5
8032,0140072748,genx,9.0
8037,0140074317,millenial,10.0
8043,0140074481,millenial,8.0
8049,0140074511,millenial,7.666666666666667
8055,0140075569,millenial,8.0
8062,0140075623,genx,9.0
8066,0140077022,genz,8.8
8074,0140077154,genx,7.0
8080,0140077871,genx,10.0
8085,0140081135,millenial,10.0
8091,0140083758,millenial,7.0
8098,014008505X,genx,10.0
8102,0140086838,genz,8.166666666666666
8108,0140088393,genz,10.0
8114,0140088946,genz,8.5
8122,0140089179,genx,10.0
8126,0140089225,genz,9.0
8131,0140089365,youth,7.0
8140,0140092315,genx,7.5
8144,0140092323,genz,8.0
8150,0140092501,genz,9.0
8156,0140092846,genz,10.0
8163,0140094296,millenial,9.333333333333334
8168,0140094385,genz,7.666666666666667
8173,0140096930,youth,8.0
8181,0140097058,millenial,9.4
8188,0140097112,genx,8.0
8193,0140099832,millenial,8.333333333333334
8200,0140103066,genx,10.0
8205,0140103805,millenial,8.0
8212,0140107649,genx,10.0
8216,014010870X,genz,10.0
8222,0140112049,genz,9.0
8230,0140112529,genx,8.5
8234,014011291X,genz,9.0
8242,0140113428,genx,9.25
8247,014011369X,millenial,9.4
8254,0140115773,genx,7.0
8259,0140115854,millenial,9.0
8266,0140115862,genx,10.0
8271,0140116168,millenial,9.0
8276,0140118470,genz,10.0
8283,0140119205,millenial,7.333333333333333
8289,0140119795,millenial,8.0
8296,0140119906,genx,9.2
8302,0140122060,genx,10.0
8307,014012389X,millenial,8.6
8312,0140124039,genz,10.0
8318,0140124373,genz,8.5
8325,0140124381,millenial,8.0
8333,0140124454,boomer+,10.0
8337,0140126562,millenial,7.333333333333333
8342,0140131558,genz,8.375
8351,0140131612,boomer+,9.0
8355,0140131671,millenial,8.0
8362,014013168X,genx,8.0
8365,0140132708,youth,10.0
8375,0140133488,boomer+,9.75
8379,0140133968,millenial,8.0
8386,0140139397,genx,9.0
8390,0140139974,genz,9.0
8397,0140140352,millenial,9.333333333333334
8403,0140143491,millenial,6.333333333333333
8411,0140143505,boomer+,10.0
8415,0140144595,millenial,9.0
8420,0140147551,genz,9.5
8426,014014773X,genz,9.5
8432,0140148590,genz,9.0
8439,0140150625,millenial,9.0
8444,0140150749,genz,10.0
8451,0140151028,millenial,8.0
8457,0140153195,millenial,9.0
8464,0140154078,genx,9.0
8469,0140156291,millenial,8.0
8475,0140157352,millenial,9.5
8482,0140157379,genx,10.0
8487,0140157654,millenial,8.0
8495,0140158502,boomer+,9.0
8499,0140159401,millenial,7.0
8505,0140165215,millenial,7.0
8512,0140167153,genx,8.0
8517,0140167188,millenial,7.5
8522,0140168125,genz,8.0
8527,0140168389,youth,7.0
8535,0140168842,millenial,8.0
8541,014016930X,millenial,8.75
8545,0140170502,youth,9.0
8554,0140170987,genx,7.5
8559,0140171673,millenial,9.0
8565,0140174214,millenial,7.0
8572,0140174397,genx,8.0
8577,0140174664,millenial,8.5
8584,0140174923,genx,10.0
8590,0140176616,genx,8.8
8595,0140177043,millenial,8.666666666666666
8598,0140177361,teenager,5.0
8606,014017737X,genz,8.5
8615,0140177388,boomer+,10.0
8621,0140177396,boomer+,10.0
8626,0140178139,genx,9.5
8632,0140178244,genx,8.0
8638,0140178406,genx,8.666666666666666
8644,0140178414,genx,9.0
8650,0140178724,genx,10.0
8657,014017897X,boomer+,10.0
8661,0140179372,millenial,9.0
8666,0140179836,genz,8.5
8673,0140180907,millenial,6.0
8680,0140181555,genx,9.0
8684,0140183167,genz,10.0
8691,0140184023,millenial,8.0
8698,0140184325,genx,7.5
8703,0140184937,millenial,8.5
8708,0140184953,genz,8.0
8713,0140185003,youth,8.0
8721,0140185011,millenial,9.0
8726,0140185216,genz,8.222222222222221
8733,0140185232,millenial,9.0
8738,0140185542,genz,5.75
8746,0140186409,genx,10.0
8752,0140186425,genx,10.0
8758,0140186476,genx,10.0
8763,0140186484,millenial,9.333333333333334
8767,0140186522,youth,7.0
8774,0140186557,genz,8.5
8782,0140186832,genx,10.0
8785,0140187375,youth,10.0
8793,0140187383,millenial,10.0
8799,0140187413,millenial,7.0
8804,0140187464,genz,10.0
8811,0140187502,millenial,8.5
8818,0140187537,genx,8.6
8822,0140187758,genz,9.0
8829,0140188320,millenial,9.5
8837,014018869X,boomer+,10.0
8840,0140189645,genz,7.833333333333333
8846,014019536X,genz,8.333333333333334
8853,0140195831,millenial,8.6
8858,0140196013,genz,10.0
8864,0140196099,genz,10.0
8871,0140230165,millenial,8.375
8877,0140230270,millenial,8.0
8882,0140231900,genz,8.333333333333334
8889,0140232257,millenial,7.5
8894,014023313X,genz,8.4
8900,0140233725,genz,7.0
8906,0140233903,genz,7.5
8913,0140236201,millenial,9.0
8918,014023828X,genz,9.333333333333334
8925,0140239375,millenial,7.0
8932,0140241930,genx,10.0
8937,0140242058,millenial,9.0
8943,0140244662,millenial,8.666666666666666
8949,0140244816,millenial,8.666666666666666
8956,0140244824,genx,7.333333333333333
8960,0140245162,genz,8.0
8967,0140245480,millenial,7.0
8972,0140248927,genz,8.0
8977,0140249990,youth,10.0
8983,0140250913,youth,10.0
8991,0140250948,millenial,9.0
8998,0140251367,genx,10.0
9003,0140251456,millenial,4.0
9009,0140252738,millenial,8.0
9016,0140252800,genx,10.0
9022,0140253602,genx,8.0
9028,014025448X,genx,8.7
9035,0140254544,boomer+,8.333333333333334
9039,0140254587,millenial,8.333333333333334
9045,0140255087,millenial,8.6
9052,0140255109,genx,8.0
9059,0140255125,boomer+,9.0
9062,0140255788,genz,9.0
9067,0140255842,youth,8.0
9076,0140256369,genx,10.0
9082,0140257934,genx,8.666666666666666
9086,0140258345,genz,9.0
9093,0140258574,millenial,10.0
9100,0140258795,genx,9.0
9106,0140259112,genx,8.0
9111,0140259198,millenial,9.0
9117,0140260404,millenial,5.6
9123,014026065X,millenial,6.0
9129,0140262032,millenial,7.8
9135,0140262156,millenial,8.0
9142,0140263357,genx,8.0
9146,0140264795,genz,7.5
9151,0140265686,youth,9.0
9160,0140266259,genx,9.0
9164,0140266771,genz,8.0
9170,0140266909,genz,10.0
9178,0140268863,genx,10.0
9184,0140270590,genx,9.2
9188,0140271562,genz,10.0
9195,014027166X,millenial,9.0
9202,0140272658,genx,9.0
9206,0140274146,genz,7.5
9212,0140274154,genz,7.6
9219,0140274162,millenial,8.333333333333334
9224,0140274286,genz,8.0
9231,0140274294,millenial,7.0
9237,0140274375,millenial,8.0
9242,0140274782,genz,8.0
9249,0140275010,millenial,8.0
9256,0140275363,genx,10.0
9262,0140275428,genx,7.0
9268,0140276238,genx,7.5
9273,0140276300,millenial,9.666666666666666
9279,0140276432,millenial,7.0
9285,014027684X,millenial,8.0
9291,0140277447,millenial,8.4
9297,0140277749,millenial,9.0
9304,0140278206,genx,8.0
9309,0140278702,millenial,6.0
