,Book-Title-Length,Book-Author,Book-Publisher,Publication-Era,Favourite-Generation
452,5,Carolyn Chute,Warner Books,1980s-1990s,genz
453,2,Dean R. Koontz,Berkley Publishing Group,1980s-1990s,youth
454,2,Melisa Michaels,Roc,1980s-1990s,youth
455,4,Christopher Rice,Miramax,>=2000,genz
456,2,Nicola Griffith,Ballantine Books,1980s-1990s,genx
457,1,Jane Lindskold,Eos,1980s-1990s,genz
458,2,LEE SMITH,Ballantine Books,1980s-1990s,millenial
459,1,Thomas Harris,Del Sol Press,1980s-1990s,boomer+
460,5,Nick Hornby,Riverhead Books,>=2000,teenager
461,2,Douglas Adams,Ballantine Books,>=2000,teenager
462,5,Colleen McCullough,Wings,1980s-1990s,genz
463,1,Stephen King,Scribner,>=2000,youth
464,5,Robert B. Parker,Putnam Pub Group,1980s-1990s,millenial
465,11,W. Michael Gear,Tor Books,1980s-1990s,millenial
466,4,Dean R. Koontz,Signet Book,>=2000,genz
467,4,Peter Hoeg,Island,1980s-1990s,millenial
468,9,Erma Bombeck,Fawcett Books,1980s-1990s,millenial
469,7,Karen Hesse,Hyperion Books for Children,1980s-1990s,youth
470,4,C. S. Lewis,HarperTrophy,1980s-1990s,youth
471,10,Diane Duane,Magic Carpet Books,>=2000,teenager
472,15,Diane Duane,Magic Carpet Books,>=2000,genz
473,6,Douglas Adams,Ballantine Books,1980s-1990s,genx
474,5,LOIS LOWRY,Laure Leaf,1980s-1990s,boomer+
475,5,Milena Moser,Rowohlt Tb.,1980s-1990s,genz
476,4,Ken Follett,LÃ?ÃÂ¼bbe,1980s-1990s,millenial
477,5,Ken Follett,LÃ?ÃÂ¼bbe,1980s-1990s,youth
478,7,Stephen Donaldson,Del Rey Books,1980s-1990s,genx
479,6,STEPHEN R. DONALDSON,Del Rey,1980s-1990s,genx
480,3,Stephen King,Signet Book,>=2000,genx
481,10,Ellen Rimbauer,Hyperion Press,>=2000,genz
482,12,Michael A. Stackpole,Del Rey Books,>=2000,millenial
483,7,Douglas Adams,Pocket,1980s-1990s,genz
484,8,Anne Perry,Ballantine Books,>=2000,millenial
485,7,Carol Matthews,Red Dress Ink,>=2000,genx
486,6,Carole Matthews,Avon Trade,>=2000,genz
487,13,Jacqueline L. Tobin,Anchor Pub,>=2000,millenial
488,3,Marion Zimmer Bradley,Roc,1980s-1990s,genz
489,5,Tom Clancy,G. P. Putnam's Sons,>=2000,millenial
490,6,Orson Scott Card,Tor Books,1980s-1990s,genz
491,2,Tom Clancy,Berkley Publishing Group,1980s-1990s,boomer+
492,2,John Grisham,Doubleday Books,1980s-1990s,genz
493,6,"Rush H., III Limbaugh",Pocket Books,1980s-1990s,millenial
494,4,JOHN GRISHAM,Dell,1980s-1990s,teenager
495,1,Kate Chopin,Avon,1980s-1990s,youth
496,2,Tom Clancy,Berkley Publishing Group,1980s-1990s,boomer+
497,3,Michael Connelly,Warner Books,>=2000,teenager
498,4,Judith McNaught,Pocket,1980s-1990s,genx
499,6,Lilian Jackson Braun,Jove Books,1980s-1990s,boomer+
500,1,John T. Lescroart,Island,1980s-1990s,genx
501,3,John Jakes,Signet Book,>=2000,genx
502,2,Alice McDermott,Delta,1980s-1990s,boomer+
503,9,Margaret Truman,Fawcett Books,>=2000,genz
504,3,RICHARD NORTH PATTERSON,Ballantine Books,1980s-1990s,genz
505,3,Eileen Goudge,Signet Book,1980s-1990s,millenial
506,2,DANIELLE STEEL,"Random House, Inc.",>=2000,genz
507,3,Catherine Coulter,Jove Books,>=2000,genx
508,7,Piers Anthony,Eos,1980s-1990s,genz
509,3,WALTER CRONKITE,Knopf,1980s-1990s,genz
510,6,Sir Arthur Conan Doyle,Aladdin,>=2000,genx
511,2,Helen Myers,Mira,>=2000,genx
512,8,Elizabeth Peters,Avon,>=2000,youth
513,2,EMILY BRONTE,Bantam,1980s-1990s,genz
514,4,Sidney Sheldon,Warner Books,1980s-1990s,millenial
515,1,Robin Cook,Berkley Publishing Group,1980s-1990s,teenager
516,3,John A. Keel,Tor Books,>=2000,millenial
517,2,Meg Cabot,HarperTrophy,>=2000,genz
518,4,Tanith Lee,Spectra Books,1980s-1990s,millenial
519,2,TAMI HOAG,Bantam,1980s-1990s,youth
520,3,Jeffrey Eugenides,Picador,>=2000,youth
521,10,Kate Chopin,Signet Book,1980s-1990s,teenager
522,2,Judith Guest,Penguin Books,1980s-1990s,teenager
523,2,JOHN GRISHAM,Dell,1980s-1990s,teenager
524,1,Robin Cook,Putnam Pub Group,1980s-1990s,genx
525,3,Dean R. Koontz,Berkley Publishing Group,1980s-1990s,genz
526,6,Michael Chabon,Picador,>=2000,genx
527,1,Barbara Michaels,Berkley Publishing Group,1980s-1990s,genx
528,3,Barbara Michaels,Berkley Publishing Group,1980s-1990s,genx
529,4,Barbara Michaels,Berkley Publishing Group,1980s-1990s,genx
530,3,Norton Juster,Yearling Books,1980s-1990s,millenial
531,3,Michael Blake,Fawcett Books,1980s-1990s,millenial
532,4,CARL HIAASEN,Knopf Books for Young Readers,>=2000,boomer+
533,9,Carole Nelson Douglas,Forge Books,1980s-1990s,genx
534,13,WILLIAM GOLDMAN,Del Rey,1980s-1990s,youth
535,8,Mark Bowden,Atlantic Monthly Press,1980s-1990s,genz
536,2,Michael Palmer,Bantam Books,1980s-1990s,genz
537,3,Richard North Patterson,Ballantine Books,1980s-1990s,millenial
538,5,Emily Bronte,Penguin Books Ltd,1980s-1990s,millenial
539,4,Jane Austen,Penguin Books Ltd,1980s-1990s,teenager
540,4,Alain de Botton,Pantheon,>=2000,genz
541,11,Douglas Adams,Pocket,1980s-1990s,youth
542,2,Chuck Palahniuk,Owl Books,1980s-1990s,genz
543,2,Emily Bronte,Bantam,1980s-1990s,millenial
544,2,Annie Proulx,Scribner,1980s-1990s,boomer+
545,6,Adam Davies,Riverhead Books,>=2000,genz
546,3,Nicholas Evans,Delacorte Press,>=2000,boomer+
547,5,Milan Kundera,Harpercollins,1980s-1990s,youth
548,7,Piers Anthony,Del Rey Books,1980s-1990s,genz
549,10,L.M. MONTGOMERY,Bantam Classics,1980s-1990s,millenial
550,5,Jonathan Safran Foer,Perennial,>=2000,genx
551,2,Charles Bukowski,Black Sparrow Books,1980s-1990s,millenial
552,5,Jack Kerouac,Penguin Books Ltd,1980s-1990s,genz
553,12,Haruki Murakami,Vintage Books USA,1980s-1990s,youth
554,5,Haruki Murakami,Vintage Books USA,>=2000,genz
555,7,Patricia C. Wrede,Point Fantasy,1980s-1990s,youth
556,7,Patricia C. Wrede,Point Fantasy,1980s-1990s,youth
557,6,Ann-Marie MacDonald,Touchstone,>=2000,youth
558,3,Iris Johansen,Bantam Books,>=2000,youth
559,3,LISA GARDNER,Bantam,>=2000,boomer+
560,2,Belva Plain,Dell,1980s-1990s,boomer+
561,4,Sue Miller,Ballantine Books,1980s-1990s,genx
562,1,Sheri S. Tepper,Spectra Books,1980s-1990s,millenial
563,17,DR SEUSS,Random House Books for Young Readers,before 1980s,millenial
564,5,Tobias Wolff,Perennial,1980s-1990s,millenial
565,2,Mark Helprin,Harvest Books,1980s-1990s,genz
566,11,Gary Zukav,Bantam Books,1980s-1990s,genx
567,8,John Irving,Ballantine Books,1980s-1990s,genx
568,3,Ernest Hemingway,Scribner,1980s-1990s,genx
569,7,Jonathan Franzen,Picador,>=2000,millenial
570,2,JUDY BLUNT,Knopf,>=2000,genx
571,2,William Trevor,Penguin Books,1980s-1990s,genx
572,5,Alice Walker,Pocket,1980s-1990s,genx
573,6,Wallace Stegner,Penguin Books,1980s-1990s,millenial
574,5,Don DeLillo,Penguin Books,1980s-1990s,genz
575,2,Ralph Ellison,Vintage Books USA,1980s-1990s,genz
576,4,Isabel Allende,Bantam Books,1980s-1990s,genz
577,5,Isabel Allende,Bantam Books,1980s-1990s,genx
578,7,Shel Silverstein,HarperCollins,before 1980s,teenager
579,3,Jhumpa Lahiri,Houghton Mifflin Co,1980s-1990s,genz
580,8,Rebecca Wells,Perennial,1980s-1990s,teenager
581,7,Wally Lamb,Washington Square Press,1980s-1990s,teenager
582,2,TOM ROBBINS,Bantam,1980s-1990s,genx
583,4,Ursula Hegi,Simon & Schuster,1980s-1990s,millenial
584,5,Gabriel Garcia Marquez,Avon Books,before 1980s,boomer+
585,3,DIANA GABALDON,Dell,1980s-1990s,genz
586,1,David Sedaris,Back Bay Books,1980s-1990s,teenager
587,2,Zadie Smith,Random House,>=2000,genx
588,4,NATALIE GOLDBERG,Shambhala,1980s-1990s,genz
589,9,Sue Grafton,Henry Holt & Company,1980s-1990s,genx
590,1,William J. Kennedy,Penguin Books,1980s-1990s,genx
591,4,John Steinbeck,Penguin USA,before 1980s,youth
592,5,Dale Carnegie,Simon & Schuster,1980s-1990s,millenial
593,2,Clifford Stoll,Pocket,1980s-1990s,millenial
594,3,James Patterson,Warner Books,1980s-1990s,boomer+
595,2,Stephen King,Penguin Putnam~mass,1980s-1990s,genz
596,8,ANNE RICE,Ballantine Books,1980s-1990s,youth
597,5,James Patterson,Warner Books,1980s-1990s,youth
598,8,Anne Rice,Ballantine Books,>=2000,genx
599,7,SANDRA CISNEROS,Vintage,1980s-1990s,millenial
600,2,Barbara Michaels,Berkley Publishing Group,1980s-1990s,millenial
601,10,Carl Sagan,Ballantine Books,1980s-1990s,millenial
602,8,Kimberly Kirberger,Health Communications,1980s-1990s,teenager
603,7,Ariella Papa,Red Dress Ink,>=2000,genz
604,9,Shannon Olson,Penguin Books,>=2000,genz
605,5,Mary Wollstonecraft Shelley,Signet Book,1980s-1990s,millenial
606,5,Karen Stolz,Hyperion,>=2000,genx
607,4,CLARE NAYLOR,Ballantine Books,1980s-1990s,millenial
608,6,Stephen Chbosky,MTV,1980s-1990s,youth
609,4,Margaret Weis,Wizards of the Coast,>=2000,teenager
610,9,Isabel Allende,HarperCollins,1980s-1990s,boomer+
611,10,Sylvia Nasar,Simon & Schuster,1980s-1990s,boomer+
612,5,Ha Jin,Pantheon Books,>=2000,genz
613,3,Isabel Allende,HarperCollins Publishers,>=2000,genx
614,12,J.R.R. TOLKIEN,Del Rey,1980s-1990s,teenager
615,12,J. R. R. Tolkien,Del Rey Books,1980s-1990s,teenager
616,2,Jack Kerouac,Penguin Books,1980s-1990s,youth
617,2,Neil Gaiman,HarperTorch,>=2000,teenager
618,3,Arthur C. Clarke,Del Rey Books,1980s-1990s,youth
619,11,Armistead Maupin,Perennial,1980s-1990s,millenial
620,8,Jack Whyte,Forge,1980s-1990s,millenial
621,10,Stephen R Donaldson,Ballantine Books,1980s-1990s,millenial
622,3,Peter Matthiessen,Vintage Books USA,1980s-1990s,genx
623,2,Thomas Harris,Dell Publishing Company,>=2000,genz
624,2,Michael Crichton,Ballantine Books,1980s-1990s,teenager
625,5,August Wilson,Plume Books,1980s-1990s,genz
626,2,Fern Michaels,Pocket Star,>=2000,genx
627,4,Nora Roberts,Silhouette,>=2000,millenial
628,15,Paul Auster,Picador,>=2000,genz
629,1,Neil Gaiman,Avon,1980s-1990s,youth
630,3,Colleen McCullough,Avon,before 1980s,genx
631,10,Jude Deveraux,Pocket,>=2000,teenager
632,5,Arundhati Roy,Random House Inc,1980s-1990s,genx
633,4,Anne Morrow Lindbergh,Pantheon Books,1980s-1990s,genz
634,3,LAURIE R. KING,Bantam,1980s-1990s,youth
635,5,Anita Diamant,St. Martin's Press,1980s-1990s,millenial
636,3,Melinda Haynes,Hyperion,1980s-1990s,youth
637,2,Carol Shields,Penguin Books,1980s-1990s,genz
638,7,Alice Walker,Harvest Books,before 1980s,millenial
639,6,Vladimir Vladimirovich Nabokov,Vintage Books USA,1980s-1990s,genx
640,3,Tim Powers,Ace Books,1980s-1990s,genx
641,2,Paulo Coelho,"Diogenes Verlag, ZÃ?ÃÂ¼rich",>=2000,genx
642,3,Nicholas Sparks,Heyne,>=2000,millenial
643,4,Jerome D. Salinger,Rowohlt Tb.,before 1980s,genx
644,7,Hermann Hesse,Suhrkamp,before 1980s,millenial
645,2,Wolfgang Hohlbein,Heyne,>=2000,teenager
646,1,Jane Feather,Bantam,1980s-1990s,boomer+
647,3,LOUIS L'AMOUR,Bantam,1980s-1990s,genz
648,3,Iain Banks,Abacus,1980s-1990s,millenial
649,9,Truman Capote,Vintage Books USA,1980s-1990s,millenial
650,10,Darrell Scott,Nelson Books,>=2000,genz
651,7,Thomas Hardy,Penguin Books,1980s-1990s,millenial
652,8,Ann Rule,Pocket,>=2000,boomer+
653,3,Charles Bukowski,Ecco,1980s-1990s,youth
654,1,James Herbert,Pan,>=2000,genx
655,3,William Sutcliffe,Penguin Books Ltd,1980s-1990s,genx
656,5,Claudia Keller,Goldmann,1980s-1990s,genz
657,2,F. Paul Wilson,Goldmann,1980s-1990s,genz
658,1,CHUCK PALAHNIUK,Anchor,>=2000,youth
659,3,CHUCK PALAHNIUK,Anchor,>=2000,genz
660,9,Christopher Moore,Perennial,>=2000,youth
661,9,Gary Larson,Andrews McMeel Publishing,1980s-1990s,boomer+
662,3,Garrison Keillor,Penguin/Puffin Mass Market (Mm),1980s-1990s,millenial
663,10,Al Franken,Delacorte Press,1980s-1990s,genx
664,2,Berke Breathed,Little Brown & Co,1980s-1990s,genx
665,6,Barbara Ann Kipfer,Workman Publishing,1980s-1990s,millenial
666,7,Patricia C. Wrede,Scholastic,1980s-1990s,genz
667,6,George Stephanopoulos,"Little, Brown",1980s-1990s,millenial
668,4,Louisa May Alcott,Penguin Books,1980s-1990s,genz
669,3,Cornelia Funke,Scholastic,>=2000,youth
670,6,Camille Paglia,Vintage Books USA,1980s-1990s,millenial
671,6,James Kahn,Del Rey Books,1980s-1990s,millenial
672,12,James McBride,Riverhead Books,1980s-1990s,genz
673,5,Louis Sachar,HarperTrophy,1980s-1990s,youth
674,4,Anne McCaffrey,Ballantine Books,1980s-1990s,genz
675,1,Anne McCaffrey,Ballantine Books,1980s-1990s,genx
676,8,ANNE FRANK,Bantam,1980s-1990s,genx
677,3,Nomi Eve,Vintage Books USA,>=2000,millenial
678,3,Terry Brooks,Del Rey Books,1980s-1990s,teenager
679,2,Piers Anthony,Del Rey Books,1980s-1990s,genz
680,5,Stephen King,Signet Book,1980s-1990s,boomer+
681,2,Larry McMurtry,Pocket,1980s-1990s,youth
682,6,Sophie Kinsella,Delta,>=2000,youth
683,7,SOPHIE KINSELLA,Delta,>=2000,teenager
684,4,John Irving,Bantam Books,1980s-1990s,boomer+
685,7,Oliver W. Sacks,Vintage Books USA,>=2000,boomer+
686,6,Carolyne Aarsen,Steeple Hill,>=2000,genz
687,9,Barbara Ehrenreich,Metropolitan Books,>=2000,boomer+
688,1,Rachel Cohn,Simon Pulse,>=2000,genz
689,2,Luanne Rice,Bantam Books,>=2000,genz
690,3,Jayne Ann Krentz,Jove Books,>=2000,genx
691,3,Nora Roberts,Silhouette,>=2000,millenial
692,3,Howard Norman,Farrar Straus Giroux,1980s-1990s,millenial
693,5,Molly Ivins,Random House Inc,1980s-1990s,millenial
694,2,Tony Hillerman,HarperCollins Publishers,1980s-1990s,genx
695,8,Forrest Carter,University of New Mexico Press,1980s-1990s,genx
696,6,Umberto Eco,Penguin Books,1980s-1990s,millenial
697,2,Greg Bear,Ballantine Books,>=2000,genz
698,2,Neil Gaiman,Ace Books,1980s-1990s,millenial
699,5,Sharyn McCrumb,Signet Book,>=2000,boomer+
700,4,Nicholas Sparks,Warner Vision,1980s-1990s,teenager
701,2,Kathy Reichs,Pocket,>=2000,genx
702,3,Jeffery Deaver,Signet Book,1980s-1990s,genx
703,1,Nevada Barr,Putnam Publishing Group,>=2000,genx
704,2,Martin Cruz Smith,Ballantine Books,1980s-1990s,millenial
705,5,V.C. Andrews,Pocket,1980s-1990s,youth
706,1,Robin Cook,G. P. Putnam's Sons,>=2000,genz
707,4,Ernst W. Heine,btb,1980s-1990s,genz
708,3,Donna Fletcher,Jove Books,>=2000,millenial
709,5,Barbara Kingsolver,Perennial,1980s-1990s,youth
710,7,Ernest J. Gaines,Vintage Books USA,1980s-1990s,youth
711,9,Anne Lamott,Ballantine Books,1980s-1990s,millenial
712,1,Bret Lott,Washington Square Press,1980s-1990s,genx
713,7,Zora Neale Hurston,Perennial,1980s-1990s,boomer+
714,3,Salman Rushdie,Distributors,1980s-1990s,genz
715,9,John Steinbeck,Penguin Books,>=2000,genz
716,8,Philip Pullman,Scholastic Press,>=2000,youth
717,8,Philip Pullman,Scholastic Point,1980s-1990s,genz
718,6,Philip Pullman,Scholastic Point,1980s-1990s,youth
719,5,John Irving,Ballantine Books,1980s-1990s,genx
720,2,Kahlil Gibran,Alfred A. Knopf,before 1980s,genx
721,2,TESS GERRITSEN,Ballantine Books,>=2000,genx
722,3,Olive Ann Burns,Delta,1980s-1990s,millenial
723,5,Betty Smith,Perennial,1980s-1990s,youth
724,3,Michael Ende,Penguin USA,1980s-1990s,youth
725,5,Annie Proulx,Scribner,>=2000,millenial
726,2,Corrie Ten Boom,Bantam Books,1980s-1990s,genx
727,5,MARK SALZMAN,Knopf,>=2000,millenial
728,11,Alexander McCall Smith,Anchor,>=2000,youth
729,10,Michael Paterniti,Delta,>=2000,genz
730,3,John Fowles,Signet Book,1980s-1990s,youth
731,1,Steve Martin,Hyperion,>=2000,millenial
732,1,Banana Yoshimoto,Washington Square Press,1980s-1990s,teenager
733,6,Joseph Campbell,Doubleday Books,1980s-1990s,genx
734,2,TERRY BROOKS,Del Rey,1980s-1990s,genz
735,3,Edwidge Danticat,Vintage Books USA,1980s-1990s,boomer+
736,17,Bill Bryson,Broadway Books,1980s-1990s,youth
737,2,Joe R. Lansdale,Mysterious Press,>=2000,genx
738,3,ARTURO PEREZ-REVERTE,Bantam,1980s-1990s,genz
739,17,ERIK LARSON,Crown,>=2000,genx
740,6,Dan Millman,H.J. Kramer,1980s-1990s,genx
741,13,Jack Canfield,Health Communications,1980s-1990s,genx
742,4,Amy Tan,Ivy Books,1980s-1990s,genz
743,7,Mark Twain,Signet Book,1980s-1990s,teenager
744,2,J.R.R. TOLKIEN,Del Rey,1980s-1990s,teenager
745,5,Ned Vizzini,Laurel-Leaf Books,>=2000,youth
746,1,Laurie Halse Anderson,Speak,>=2000,genx
747,8,Mary McGarry Morris,Penguin Books,1980s-1990s,genx
748,7,Jeffery Deaver,Simon & Schuster,>=2000,millenial
749,1,Stephen Coonts,St. Martin's Paperbacks,>=2000,boomer+
750,4,Sven Regener,Eichborn,>=2000,genz
751,5,B. K. S. Iyengar,Schocken Books,1980s-1990s,genx
752,2,JOHN GRISHAM,Doubleday,>=2000,boomer+
753,3,John Grisham,Doubleday,>=2000,boomer+
754,6,Nevada Barr,Avon Books,1980s-1990s,genx
755,2,Judy Blume,Delacorte Press,1980s-1990s,teenager
756,6,Clive Cussler,Berkley Publishing Group,>=2000,millenial
757,2,Patrick Robinson,HarperTorch,>=2000,millenial
758,2,ROBERT T. BAKKER,Bantam,1980s-1990s,youth
759,9,Stephen Coonts,St. Martin's Paperbacks,>=2000,genz
760,2,Patrick Robinson,HarperTorch,1980s-1990s,millenial
761,5,Douglas Adams,Pocket,1980s-1990s,millenial
762,9,CALVIN TRILLIN,Random House,>=2000,genz
763,10,Rachel Simon,Houghton Mifflin Company,>=2000,millenial
764,4,Carol Emshwiller,Small Beer Press,>=2000,genx
765,5,Tom Robbins,Bantam,1980s-1990s,millenial
766,3,Edith Konecky,Feminist Press,>=2000,genz
767,7,Jan Karon,Viking Books,1980s-1990s,genx
768,4,Ann Patchett,Perennial,>=2000,genz
769,4,Mary Higgins Clark,Pocket Star,1980s-1990s,genx
770,3,JONATHAN HARR,Vintage,1980s-1990s,boomer+
771,2,Jennifer Crusie,St. Martin's Paperbacks,>=2000,millenial
772,3,Kristin Hannah,Ballantine Books,>=2000,genx
773,2,KRISTIN HANNAH,Ballantine Books,>=2000,genz
774,2,Ayn Rand,New American Library,1980s-1990s,youth
775,2,Nicholas Evans,Dell Publishing Company,1980s-1990s,genx
776,1,Jane Austen,New Amer Library Classics,1980s-1990s,genz
777,3,Jennifer Weiner,Washington Square Press,>=2000,youth
778,3,Elmore Leonard,Dell,1980s-1990s,millenial
779,3,Jane Austen,Signet Book,1980s-1990s,millenial
780,1,MARGARET ATWOOD,Anchor,1980s-1990s,millenial
781,2,Barbara Delinsky,Pocket Books,>=2000,boomer+
782,7,ALEXANDRE DUMAS,Bantam,1980s-1990s,millenial
783,2,Dorothy Garlock,Warner Vision,1980s-1990s,genx
784,3,Raymond Chandler,Vintage Books USA,1980s-1990s,millenial
785,3,Mary Higgins Clark,Pocket,>=2000,teenager
786,6,Whitney Otto,Ballantine Books,1980s-1990s,genx
787,2,Kaye Gibbons,Vintage Books,1980s-1990s,youth
788,5,Anita Shreve,Harvest Books,1980s-1990s,genz
789,3,Candace Bushnell,Warner Books,1980s-1990s,genz
790,12,Gabriel Garcia Marquez,Penguin Books,1980s-1990s,genx
791,4,Michael Cunningham,Picador,>=2000,genx
792,3,Anita Shreve,Back Bay Books,1980s-1990s,genx
793,5,Diane Ackerman,Vintage Books USA,1980s-1990s,genx
794,4,Margaret Atwood,Anchor,1980s-1990s,genx
795,2,Susan Isaacs,Ballantine Books,1980s-1990s,millenial
796,4,CHARLES FRAZIER,Vintage,1980s-1990s,boomer+
797,8,Fannie Flagg,McGraw-Hill,1980s-1990s,millenial
798,9,Anne Lamott,Anchor,1980s-1990s,millenial
799,5,Patricia Gaffney,HarperTorch,>=2000,genz
800,2,Susan Isaacs,HarperTorch,1980s-1990s,genx
801,5,Roald Dahl,Vintage Books USA,1980s-1990s,genx
802,6,Martha Grimes,Onyx Books,>=2000,genz
803,4,Douglas Preston,Warner Books,>=2000,millenial
804,6,Kim Stanley Robinson,Spectra Books,>=2000,genx
805,2,Jack Higgins,Berkley Publishing Group,>=2000,boomer+
806,3,Leslie Glass,Onyx Books,>=2000,millenial
807,7,Anita Shreve,Back Bay Books,>=2000,genz
808,7,Mark Twain,Dover Publications,1980s-1990s,youth
809,3,Cathy Cash Spellman,Pocket,>=2000,genz
810,3,Stephen King,Pocket,1980s-1990s,genx
811,7,Jane Sigaloff,Red Dress Ink,>=2000,genx
812,2,Marian Keyes,Avon Books,>=2000,genz
813,6,Melissa Rossi,Pocket,1980s-1990s,genx
814,1,Jackie Collins,HarperTorch,1980s-1990s,millenial
815,3,Drew Barrymore,Pocket,1980s-1990s,youth
816,3,Meg Cabot,HarperTrophy,>=2000,millenial
817,3,Carrie Alexander,Harlequin,>=2000,genx
818,3,Lori Handeland,Harlequin,>=2000,boomer+
819,3,Tony Hillerman,HarperTorch,>=2000,boomer+
820,6,Dave Eggers,Vintage Books USA,>=2000,boomer+
821,5,Oscar Wilde,Avon,before 1980s,millenial
822,2,Bernard Werber,LGF,1980s-1990s,teenager
823,10,Jasper Fforde,Penguin Books,>=2000,genx
824,3,Wendy Holden,Plume Books,>=2000,millenial
825,2,Sebastian Faulks,Vintage Books USA,>=2000,genz
826,1,SUE MARGOLIS,Delta,>=2000,millenial
827,3,Dora Levy Mossanen,Touchstone,>=2000,genx
828,6,Sheri Holman,Ballantine Books,>=2000,youth
829,5,Diane Johnson,Plume Books,>=2000,genz
830,6,Jacqueline Susann,Grove Press,1980s-1990s,genx
831,6,Sara Paretsky,Dell,1980s-1990s,millenial
832,2,Stephanie Laurens,Harlequin,>=2000,genz
833,4,Jane Mendelsohn,Random House Inc,1980s-1990s,genx
834,12,J.R.R. TOLKIEN,Del Rey,1980s-1990s,millenial
835,2,Richard George Adams,Harpercollins,before 1980s,genz
836,6,Jasper Fforde,Viking Books,>=2000,millenial
837,12,John Colapinto,Perennial,>=2000,millenial
838,1,Ildiko Kurthy,Distribooks Inc,>=2000,millenial
839,3,Kurt Vonnegut,Dell Publishing Company,1980s-1990s,genx
840,12,Veronique Vienne,Clarkson N Potter Publishers,1980s-1990s,millenial
841,1,SANDOR MARAI,Vintage,>=2000,genx
842,5,Ann Rinaldi,Scholastic,1980s-1990s,youth
843,8,Scott O'Dell,Laure Leaf,before 1980s,genx
844,8,Orson Scott Card,Tor Books,>=2000,millenial
845,3,John Sandford,Berkley Publishing Group,>=2000,genx
846,3,Max Allan Collins,Pocket,>=2000,teenager
847,5,Jeffery Deaver,Pocket,>=2000,youth
848,2,John Sandford,Berkley Publishing Group,1980s-1990s,millenial
849,3,Kay Hooper,Bantam Books,>=2000,youth
850,3,Kay Hooper,Bantam Books,>=2000,genz
851,8,Julie E. Czerneda,Daw Books,1980s-1990s,millenial
852,3,Mary Higgins Clark,Simon & Schuster,>=2000,boomer+
853,5,Eva Heller,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH & Co.",1980s-1990s,millenial
854,3,Nora Roberts,Harlequin,1980s-1990s,genz
855,16,Beatrice Sparks,Avon,1980s-1990s,teenager
856,2,Ken Follett,Gustav Lubbe Verlag GmbH,1980s-1990s,millenial
857,4,Peter Mayle,Vintage Books USA,1980s-1990s,genx
858,3,Douglas Kennedy,Warner Books (Mm),1980s-1990s,genz
859,2,John Steinbeck,Gallimard,before 1980s,genz
860,4,Mark Z. Danielewski,DenoÃ?ÃÂ«l,>=2000,genz
861,5,Jean Bonnefoy,Gallimard,>=2000,genz
862,6,Albert Camus,Distribooks,1980s-1990s,millenial
863,6,Jean Giraudoux,Distribooks Inc,>=2000,genz
864,5,Lynne Reid Banks,HarperTrophy,1980s-1990s,youth
865,7,H. G. Wells,Signet Classics,1980s-1990s,millenial
866,4,Fern Michaels,Zebra Books,>=2000,genx
867,4,James Patterson,Replica Books,1980s-1990s,genx
868,1,DAN SIMMONS,Bantam,1980s-1990s,youth
869,2,Stephen King,Pocket,>=2000,genz
